claim,label
Maps and other escape aids were smuggled to Allied POWs in Monopoly sets during World War II.,true
"Facebook post Says a man opted out of Obamacare after the marketplace launched on Oct. 1, 2013, and was informed he owed a $4,000 fine.",false
The United States has approved plans to crossbreed animals and humans.,mixture
"Gastric bypass more effective than other procedures, studies find",false
Georgia has the second-highest rate of childhood obesity in the United States.,true
"Greta Thunberg says probably had COVID-19, urges #StayAtHome.",true
HPV testing is better than the Pap test at detecting cervical cancer,true
Explainer: What are coronavirus antibody tests?.,true
Incubation period ends for possible Denver measles exposure.,true
"""One person, Kathleen Sebelius, was going to determine whether or not"""" 10-year-old lung patient Sarah Murnaghan would live or die.""",false
�Coronavirus Hoax: Fake Virus Pandemic Fabricated to Cover-Up Global Outbreak of 5G Syndrome.�,false
Purdue's Sackler family fights 'inflammatory' Massachusetts opioid case.,true
"Slash sugar intake to fight obesity, tooth decay: WHO.",true
Australia begins pre-clinical testing for coronavirus vaccine.,true
�The CDC has recommended mail in voting. That�s what this whole pandemic is about: the election!�,false
Happiness makes for a healthy heart.,true
Vietnam military to test bird flu vaccine on humans.,true
"""Legal prescription drugs """"statistically kill 100,000 people a year, (but) there are no documented deaths due to marijuana.""",mixture
New Antibiotic Packs a Punch Against Bacterial Resistance,false
"""Obamacare insurance cooperative failures """"should be expected"""" because they're like any business, and """"when you start businesses in America, at the fifth year, half of the businesses have closed.""",mixture
Treatment brings hope for ovarian cancer,true
Babysitter Nora Jackson was arrested in Florida for tying a baby to a ceiling fan for 26 hours.,false
New emerging research suggests Montmorency tart cherries may help enhance gut health,false
� Compact fluorescent light bulbs (CFLs) are radioactive and add more toxicity to the environment than regular light bulbs because they contain mercury. ,mixture
List describes a number of amazing coincidences that can be found between the assassinations of Abraham Lincoln and John F. Kennedy.,false
Medicare has spent $172 million on penis pumps in the last five years at $360 a pop.,true
"According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.",true
Common Diagnostic Test May Prolong Low Back Pain,false
Next step for anti-cancer vaccine,false
"�We�re down near the low end of per capita deaths ... Most places are at 60 deaths per 100,000. We're at 29.�",false
"In lockdown Britain, 'Mancunian Motivator' brings fun and fitness to neighbours.",true
Consuming more olive oil may protect against strokes,mixture
"CNN asked a survivor of the 14 February 2018 mass shooting in Parkland, Florida to deliver scripted remarks during a televised town hall.",false
We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.,false
"A significant number of internet users 'attacked' Andrew Pollack, a man mourning the death of his daughter, on the basis of his support for Donald Trump.",mixture
Increasing the Odds of Prostate Cancer Detection,false
 Drinking a few spoonfuls of Apple Cider Vinegar a day brings a host of health benefits. ,mixture
Baby Orajel can cause infants to stop breathing and turn blue.,true
A Centers for Disease Control and Prevention doctor said the flu vaccine is causing the deadly flu epidemic.,false
Canadian prime minister Justin Trudeau is Fidel Castro�s son.,false
China reports second case of new bird flu strain.,true
"""Baby witches"""" on TikTok/WitchTok collaborated to """"hex the moon"""" and """"hex the fae"""" in July 2020.""",unproven
Chew On This: Sticking With Nicotine Gum for the Long Haul,mixture
Facebook post Says the coronavirus can be slowed or stopped with the �immediate widespread use of high doses of vitamin C.�,false
"""A photograph shared on social media in mid-2019 shows a """"skinhead"""" police officer with a """"right-wing militia"""" tattoo. """,unproven
South Africa's Karoo drills and prays as taps run dry.,true
"""A teenager was given a 25-year prison sentence for a prank known as """"swatting.""",false
"Twenty-seven out-of-state pharmaceutical companies have raised more campaign dollars (against a drug price control measure) than all other state ballot measures have raised to date, combined.",mixture
4D scans show fetuses yawn in the womb.,true
Health officials: New HIV diagnoses on decline in Chicago.,true
Targeted Breast Cancer Drug Shrinks Tumors,false
Jacobs Ladder climbers reap tough fitness rewards.,true
Reviving Memory With An Electrical Current,false
Investigation: Lead in some Canadian water worse than Flint.,true
Target does not allow Salvation Army bellringers to solicit donations on stores premises.,true
Alzheimer's Disease Prevention: New Journal Article Highlights Benefits of Meditation and Spiritual Fitness,mixture
Ted Kaczynski has less restrictive confinement than the youth at Lincoln Hills.,true
"Multigene test may find risk for heart disease, diabetes and breast cancer",mixture
"More stress tests needed before angioplasties, study says",true
"'I thought I would never wake up,' Belgian doctor says after surviving COVID-19.",true
Solar-powered plane takes off for flight across U.S.,true
Rules call for swing to healthier snacks in schools.,true
"""As a result of climate change, ice fishermen in Wisconsin """"are already noticing fewer days they can be out on our ice covered lakes.""",true
A pair of photographs shows a severely dehydrated homeless veteran on the streets of Los Angeles.,true
�Hair weave and lace fronts manufactured in China may contain the coronavirus.�,false
Jelly sandals sold by Walmart contain unsafe amounts of lead.,unproven
"Forcing Americans off of their current health coverage and onto a government-run plan isn't the answer, but that's exactly what the Democrats' plan would do.",false
Study hints multivitamins aid women�s heart health,mixture
"Dr. Abdu Sharkawy, an infectious diseases specialist, penned a viral Facebook post warning about the loss of reason in the face of panic over the new coronavirus in 2020.",true
Eating carrots results in significantly improved vision.,false
China's Wuhan to keep testing residents as coronavirus lockdown eases.,true
Anti-perspirants have been identified as the leading cause of breast cancer. ,false
"When ingested orally or applied topically to an open wound, cayenne pepper can stop serious bleeding.",false
Trump plan to stop HIV epidemic targets high-infection areas.,true
Viral image Says Chadwick Boseman was poisoned and his death is being investigated as a homicide.,false
Poland hit by bird flu outbreak on turkey farms.,true
Lung ultrasound may be a safe substitute for chest X-ray when diagnosing pneumonia in children,true
"As the number of vaccines administered to children has increased in the United States, so has the autism rate.",false
"""David Cicilline Says """"John Loughlin voted to let people accused of domestic violence keep their guns.""",true
Extending dosing intervals reduces deadly side effect risk from multiple sclerosis drug,false
"""New U.S. Army medics will be treating battlefield injuries with """"alternative medicine"""" such as homeopathic dilutions and prayer beads.""",false
"For richer or poorer: coronavirus, cheap oil test climate vows.",true
"""Walter Reed Hospital will accept Christmas cards addressed to """"A Recovering American Soldier.""",mixture
Quality of Life Found Equal With 2 Breast Cancer Drugs,mixture
"""A photograph shows a """"new hand sign"""" that is being used by teenagers to signal that they wish to buy or sell drugs.""",false
"""Statistics show """"you are about nine times more likely to be assaulted by a taxi driver"""" in Austin than a driver for a ride-hailing service.""",false
 An email is received alleged to be from a seven year old girl who has lung cancer from second hand smoke and a large brain tumor from beatings.� The email says she will die without help but that her family can�t pay.� Recipients of the message are asked to forward it to others and that the Make-A-Wish Foundation has agreed to donate 7 cents for each name on the list for Amy�s medical treatment.  ,false
Former nicotine research monkeys now at primate sanctuary.,true
TV product placements termed junk food ad loophole.,true
High levels of sulfur dioxide in Wuhan �may be a sign of mass cremations of victims of the coronavirus.,false
A space odyssey: cosmic rays may damage the brains of astronauts.,true
Chicago teachers� strike highlights support staff shortages.,true
"In clamor to reopen, many black people feel overlooked.",true
"J&J, FDA warn of liver risk with HIV drug patients.",true
California gorilla treated for cataract.,true
Researchers identify two coronavirus strains as China cases dwindle.,true
Laparoscopic anti-reflux operation for GERD linked to fewer postoperative complications,true
CDC Caught Flying Diseased Caravan Migrants Into U.S. for Medical Treatment,false
A photograph shows one petri dish that was coughed on by a person not wearing a mask and another petri dish coughed on by the same person wearing a mask. ,true
Stricter liquor rules give Lithuanians a severe hangover.,true
Indonesian police arrest hundreds linked to forest fires.,true
FDA finds increase in suicide symptoms for patients using seizure medications,true
"""The government will """"go out and buy my breast pump for my babies.""",false
The charred remains of a scuba diver were discovered in a tree after a forest fire.,false
Coconuts are busting out all over,false
 Faith Hoemspine is a 5-year-old who is             fighting a losing battle with cancer.� She�s in the Shriner�s             hospital in Cincinnati and wants to receive the most get well cards             anyone has ever received.  ,false
Ingredient in magic mushrooms is shown to ease anxiety and depression in cancer patients in one dose,true
Three tests may foil artery-disease deaths,false
Veterans can lose their weapons permit if they answer yes to three questions in a medical exam,false
"If Congress does not pass the renewal of the payroll tax cut before the end of the year, nearly 160 million working families will see their taxes go up by roughly $1,000.",mixture
A video proves that a Starbucks Venti cup (20 ounces) is suspiciously similar in volume to a Starbucks Grande cup (12 ounces.),unproven
Panel calls for vaccine for adult smokers,mixture
Foot wrap offers alternative to medication for patients with restless legs syndrome,false
Artist Pablo Picasso died in 1973.,true
Wendy Davis opposes any limits on abortion.,false
We are the most generous in New England and New England is known for its generosity toward its welfare recipients.,mixture
"Accutane Linked Heart, Liver Woes",true
"�For the World Health Organization, the international entity whose sole responsibility it is to alert the world of global pandemics like this, to miss this, is a huge problem.�",false
Aviation experts puzzled after airliner dumps fuel over city.,true
"""Ponzi schemer Scott Rothstein """"gave hundreds of thousands of campaign cash to control Crist�s appointments of key state judges.""",mixture
"In taking on high drug prices, Trump faces a complex nemesis.",true
�Even President Trump�s own EPA has admitted that this rule (on air pollutants) threatens to cause serious health problems including brain damage and death and to inflict billions of dollars of economic damage on our struggling economy.�,mixture
"Prostate cancer being overtreated, study shows",true
"""Milwaukee County Sheriff David A. Clarke Jr. advised citizens to """"point that barrel center mass and pull the trigger"""" because """"911 is not our best option.""",true
A Touch of Massage Therapy: Reiki Used for Cancer Patients,true
Seoul: North Korea confirms African swine fever outbreak.,true
3-Drug Therapy Might Be Cystic Fibrosis 'Breakthrough',mixture
Coronavirus pandemic disrupts Appalachian Trail dreams.,true
�Of course I will always protect those with preexisting conditions. Always.�,false
Star football player Brian Banks was convicted of raping a woman who confessed on Facebook that she fabricated her accusation -- after he served six years in prison.,true
"In a very real sense, (Oklahoma has) flattened the curve. ... The number of cases in Oklahoma � it's declined precipitously.",false
Duchess of Cambridge pool-playing skills deemed �dreadful�.,true
Caregiver of Indian girl found dead in Texas wants answers.,true
Maker of Four Loko flavored malt liquor accepts marketing limits.,true
German doctor fined again over abortion advertising ban.,true
European labs to receive control material to spot false negative coronavirus tests.,true
"Jimmy Carter: To beat Trump, Dems cannot scare off moderates.",true
"13 percent of Americans, the lowest ever, are without health care.",mixture
"Twig tea, anyone? Study says labels often mislead.",true
Chris Abele Says Milwaukee County buses are no less safe now than a year or two ago.,false
"With this reform, every insured American gets valuable consumer protections, and every uninsured American can become insured.",true
"Facing shortages, India bets on China for swift ramp-up of protective health gear: sources.",true
Got High Blood Pressure? Kiwi Fruit May Help,mixture
"As California thins forests to limit fire risk, some resist.",true
"Crystal Griner, the officer who saved Steve Scalise, is a lesbian (and the congressman is anti-gay rights).",true
Pacemaker-like device combined with defibrillator reduces deaths in mild heart failure by 29%,mixture
Roche sues U.S. executives in fight over diabetes test strips.,true
"Magic mushroom ingredient may ease severe depression, study suggests",mixture
Doctors warn of demand for 'vaginal seeding' despite thin evidence.,true
Lady Gaga's halftime performance at the 2017 Super Bowl took the form of a Satanic ritual.,false
Chick-fil-A has donated money to organizations that oppose same-sex marriage.,true
European Medicines Agency recommends licensing Ebola vaccine.,true
Drug Extends Prostate Cancer Survival,false
"""The last line of an October 1886 Statue of Liberty dedication speech read: """"There is room in America and brotherhood for all who will support our institutions and aid in our development. But those who come to disturb our peace and dethrone our laws are aliens and enemies forever.""",mixture
Mammograms Can Save Lives of Women in Their 40s: Study,true
"Fad diets can work, but experts find no magic slimming bullet.",true
Mike Morell testified and told Congress that the reason Obama has not bombed ISIS'�oil fields is they're concerned about global warming.,false
Britain�s young royals promote conversation on mental health.,true
People have died laughing.,true
Metaphorical Washington �swamp� overrun by actual vermin.,true
4 hepatitis A cases found in Denver; vaccinations stepped up.,true
"In April 2019, when the U.S. House of Representatives voted to reauthorize the Violence Against Women Act, the NRA opposed the move due to the addition of amendments that would lower the criminal threshold required to bar someone from buying a gun.",true
"""President Trump lifted sanctions against Russia as a """"gift"""" to Putin.""",false
"Marijuana legalization could help offset opioid epidemic, studies find",mixture
�Queen Elizabeth tests positive for COVID-19.�,false
Swedish PM tells Swedes to take responsibility in national address on coronavirus.,true
"Castoreum, a secretion produced by beavers, is commonly used as a food additive.",false
"New Study Shows Ketamine May Regenerate Brain Cells, Relieving Depression with Lasting Benefit",false
"Fewer babies born with syphilis in Louisiana, more across US.",true
It's all about the roll when choosing running shoes.,true
"Joyce Beatty Says each year approximately 30,000 people in the United States die as a result of gunfire, and about 80,000 people are wounded.",true
Ex-day care worker charged in death of 6-month-old.,true
"Suicide is the cause of death for around 3,000 people per day",false
Confusion surrounds B12 deficiency,false
78 percent of women reconsider having an abortion after seeing an ultrasound of their pregnancy.,false
�The spot where they are �getting a sample� for the COVID-19 test is called your Blood-Brain Barrier.�,false
"""U.S. President Donald Trump said """"hundreds"""" of governors are calling him amid the COVID-19 coronavorus pandemic.""",false
"""We have spent $350 million to deal with sea-level rise"""" in the Miami area and """"hundreds of millions of dollars to deal with coral reefs.""",false
Experimental TB Test Called Fast and Accurate,mixture
FDA approves first drug to treat hallucinations and delusions associated with Parkinson�s disease,mixture
23 states widen challenge to Trump administration car rules.,true
 This eRumor includes a series of pictures of what is says is the hand of a man who was bitten by a brown recluse spider.� It also claims that the brown recluse is the most dangerous spider in the U.S. ,unproven
"Nearly $2 billion in cash was flown over to Iran, money that the Obama administration has admitted is being used for terrorists and to support further activities there.",mixture
�Corona virus: Florida man arrested for robbery using cough as a weapon.�,false
Intravenous drug users commonly clean their needles by sticking them into rolls of toilet paper in public bathrooms. ,unproven
Vegetarians gaining ground in carnivorous Argentina.,true
Study: ADHD Diet Helps Reduce Symptoms,false
EU: Possible virus drug approval �before the summer�.,true
People with Type-A blood are more susceptible to COVID-19. ,unproven
"Crowded, stretched world awaits 7 billionth baby.",true
"French coronavirus death toll tops 1,000, lockdown likely to be extended.",true
Balloon-in-a-pill helped obese patients lose weight,true
Doctors have performed the first successful human head transplant.,false
"Mike Pence said that if abortion were allowed in cases of rape, then women would try to get raped in order to have abortions.",false
Vaccinations offered amid hepatitis worries in Franklin Co.,true
Muscle Relaxant May Ease Fibromyalgia Pain,mixture
"St. Patrick led the genocide of a contingent of Twa 'pygmies' from Central Africa, who were the original inhabitants of Ireland.",false
"""Scott Walker Says President Franklin Delano Roosevelt """"felt there wasn�t a need in the public sector to have collective bargaining because the government is the people.""",true
Braeburn Pharmaceuticals and Camurus announce positive top line results from Phase 2 opioid challenge study with CAM2038 in subjects with opioid use disorder,false
Photographs show a �new killer insect� that is able to spread a skin-altering virus when touched.,false
Surgeon�s trial study on cancer is hailed,mixture
"Niacin shrinks artery plaque; Merck�s Zetia does not and may carry risks, new study finds",true
"""The CDC linked a parasitic worm outbreak to the use of """"worm filler"""" in McDonald's beef patties.""",false
Macy's pulled funding from Planned Parenthood in December 2016 under pressure from anti-abortion groups.,unproven
"""Young people """"have a greater chance of being killed by the HPV vaccine than COVID-19.�""",false
"""Photographs of a six-year-old Happy Meal document that McDonald's food items don't break down or rot like """"real"""" food.""",false
"Forest fire around Chernobyl plant put out, Ukraine says.",true
"""Congress will begin its recess """"without having allocated one penny"""" to fight Zika.""",true
Vibrant Body Company staged an online bra promotion as a front for human trafficking.,false
Weight loss among fat-acceptance influencers a fraught topic.,true
"""I helped write"""" the Affordable Care Act.""",false
"After bridge collapse, flashbacks, anxiety for one survivor.",true
"""My """"border security efforts have led to a 60 percent decrease in border crime.""",false
First daughter Ivanka Trump was granted a trademark on coffins in China and stands to profit from the COVID-19 pandemic.,mixture
"Teenage births cost Texas taxpayers $1.1 billion in health care, foster care�and lost tax revenue in 2010 alone.",mixture
"DNC speaker Khizr Khan, father of fallen Army Capt. Humayun Khan, is a Muslim Brotherhood operative.",unproven
Connecticut lawmakers considering expanding seatbelt law.,true
"NIH scientists adapt new brain disease test for Parkinson�s, dementia with Lewy bodies",mixture
Parkinson�s patients get relief from symptoms with Pilates,false
A proposed bill in Ohio would ban birth control pills and IUDs if it passes.,unproven
Dose reduction strategy can substantially reduce high cost of TNF inhibitor therapy in RA,mixture
"Pope Francis warns on 'evil' of drugs, opposes legalization.",true
"""The U.S. government """"subsidizes"""" medications for erectile dysfunction.""",true
"In rise of U.S. vape shops, owners eye new marijuana market.",true
Ventilator receives first approval in UK's coronavirus battle.,true
Colorado OKs electric car requirement to fight air pollution.,true
"Lean, finely textured beef is the proper name [not pink slime], and it is a safe, widely used product.",true
"""Under current U.S. immigration policy, """"literally one person with a green card"""" can, in the extreme, bring in more than 270 of his relatives.""",false
Mini antibodies: biotech's next big thing?.,true
Drinking cold water after meals causes unpleasant and lasting side effects.,false
College cafeteria food is laced with laxatives.,false
Uterine fibroid embolization helps restore fertility,mixture
"Gangster John Dillinger's exceptionally large penis is housed in one of the Smithsonian museums in Washington, D.C.",false
"Attorney General Jeff Sessions said using marijuana leads to more sex, thus causing more unwanted pregnancies and more abortions.",false
Eating pecans had significant effect on biomarkers of heart disease and type 2 diabetes,false
BREAKING: Autopsy reveals that Kyle Rittenhouse�s first victim was shot in the back multiple times. Rittenhouse did not act in self-defense.,mixture
US report indicates broad risk of COVID-19 at wildfire camps.,true
Alternative to Statins Shows Promise,false
"A Popeye's manager in Brunswick, Georgia was caught lacing chicken with cocaine to drive business.",false
"Facebook post Says COVID-19 testing could be done with mouth swabs, so maybe deeper swabbing is �implanting something.�",false
We are at a 40-year low in our crime rate in our state.,true
'Like wartime' - Philippine doctors overwhelmed by coronavirus deluge.,true
The U.S. Department of Justice issued a card that exempts holders from wearing face masks on the grounds that it poses a health risk to them due to medical conditions they aren't required to disclose by authority of the Americans with Disabilities Act (ADA).,false
Talc verdict winner: Money can�t make up for lost health.,true
Entering the wrong PIN into a card reader will protect you against debit card fraud.,false
French women demand action amid high domestic violence rate.,true
 Bananas purchased at Walmart and other stores in the U.S. have been injected with HIV blood. ,false
A 12-year-old Wisconsin girl in died as a result of receiving the Gardasil HPV vaccine.,false
U.S. police killed more people in just one month than the U.K.�s did in over a century.,false
Some symptoms of a heart attack are subtle and can be mistaken for indigestion.,true
Pittsburgh Pirates pitcher Dock Ellis hurled a no-hitter while under the influence of LSD.,true
Locked-down French Catholics mark holy mass via YouTube.,true
"""New York Earth Day celebrates with """"virtual"""" forests.""",true
Antidepressants linked to major personality changes,mixture
We�ve got the cleanest country in the planet right now. There�s nobody cleaner than us.,false
"""Sotomayor thinks """"that one�s sex, race and ethnicity ought to affect the decisions one renders from the bench.""",mixture
"Breastmilk effectively treats many conditions, including abrasions, cuts, insect bites, diaper rash, eczema, acne, and burns.",unproven
Porter County to offer genetic tests for juvenile offenders.,true
The promise of proton-beam therapy,true
"When the Germans ordered Jews in occupied Denmark to identify themselves by wearing armbands with yellow stars during World War II, King Christian X of Denmark and non-Jewish Danes thwarted the order by donning the armbands themselves.",false
DRUG SHOWS PROMISE AGAINST VISION-ROBBING DISEASE IN SENIORS,mixture
"Health funding gap means 1,700 in Gaza may face amputations: U.N.",true
This new virus is not heat-resistant and will be killed by a temperature of just 26/27 degrees. It hates the Sun.,unproven
China reports 1st death from new type of coronavirus .,true
Mexico City plastic bag ban to take residents back in time.,true
Biotech is going to the dogs - and big profits await.,true
"""Health officials announced in June 2017 that Donald Trump's health is """"deteriorating.""",false
Fauci warns of �suffering and death� if US reopens too soon.,true
Nebraska eyes county facility to treat juvenile offenders.,true
"""Astronaut and former NFL player Leland Melvin wrote an open letter to Donald Trump concerning the President's comments about the """"Take a Knee"""" protest.""",true
Health officials: At least 2 Idaho kids have died from flu.,true
Teen Feels 'Hopeful' After Experimental Stem Cell Procedure on Damaged Heart,false
Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,false
Things to Know: Face covering rules vary by jurisdiction.,true
The cities of Los Angeles and New York City announced that no concerts or sporting events would be held until 2021.,mixture
Continued protection sought for medical-marijuana states.,true
"According to recent reports, a group of death panels organized under Obamacare ordered their first execution.",false
"A Facebook post shows a huge turnout (of at least 650,000 people) at 2019's March for Life demonstration.",false
Legionnaires� disease found in adjacent California prisons.,true
Australian wildfire smoke stokes health fears in cities.,true
"""Gilberto Hinojosa Says if Texas abortion measure passes, """"someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening.""",false
Judge won�t compel health system to fund doctor�s defense.,true
"Jellyfish and lobsters are considered biologically immortal, meaning they don�t age and will never die unless they are killed.",mixture
Record $417M award in lawsuit linking baby powder to cancer.,true
Preventing cancer: Study finds dramatic benefits of weight-loss surgery,mixture
A man using bath salts reported that raccoons had set fire inside his home and stolen his cell phone.,true
Newly Elected Republican Senators Sign Pledge to Eliminate Food Stamp Program in 2015.,false
Mental health services a concern in rural Nebraska schools.,true
Moroccan journalist denies charges of illegal abortion.,true
"Police executing a search warrant at the home of a Bloomington, Illinois, mortician discovered 218 embalmed human penises.",false
"""On the last night of the General Assembly, """"by 11 o'clock 95 to 98 percent of the business was done. So we really didn't have that late-night session. We were just holding on one bill.""",false
 Prayer requests for a boy named Dakota who was suffering from continuous seizures and was�airlifted to a hospital in Dallas made the rounds on social media in December 2016 and May 2017. ,unproven
 A video from the Christian   Broadcasting Network (CBN)   television network reports on a Florida physician who is promoting the   use of pure coconut oil as possible treatment for Alzheimer�s symptoms.   She tells the story of helping her own husband overcome some Alzheimer�s   symptoms. �   ,unproven
"For advanced lung cancer, immune therapy plus chemo prolongs survival",mixture
"""Singer """"Mama"""" Cass Elliot experienced an increase in her vocal range after she was hit in the head by a pipe.""",false
A Chinese engineer contracted an STD after having sexual intercourse with a sex robot prototype.,false
"EXPERIMENTAL DRUG VISTUSERTIB COULD SHRINKS TUMORS IN 50% OF OVARIAN CANCER PATIENTS, STUDY SUGGESTS",false
"Controversy stalks Nobel Peace, Literature prizes.",true
On the National Animal Identification System.,mixture
�Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!�,false
Brazil�s health minister resigns after one month on the job.,true
"The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together.",true
Britain plans world's first go-ahead for '3-parent' IVF babies.,true
Drugs that activate brain stem cells may reverse multiple sclerosis,true
A can of wasp spray is a preferable alternative to pepper spray for protection against assailants.,mixture
Study: Cancer drug may endanger heart,false
"Remember after the shooting in Las Vegas, he [Trump] said, yeah, yeah we�re gonna ban the bump stocks. Did he ban the bump stocks? No.",mixture
"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.",false
" There are various rumors surrounding the events of the bombing at the April 15, 2013 Marathon in Boston, MA.� At least three people have been killed and 140 people have been injured as a result of two bombs that exploded near the finish line. ",false
A photograph appears to show small schoolchildren playing alone in marked-off chalk squares drawn on playground asphalt.,true
U.S. ambassador says don't let farming 'smears' stop post-Brexit trade deal.,true
Couple asks state for quick decision about vaccination data.,true
"""North Carolina has banned """"sharia law.""",mixture
The discovery of a vaccine for the autoimmune disease diabetes has been announced.,false
A Virginia lawmaker proposed a bill that mandates on-site physical examinations of children's genitals to determine which gendered bathroom they're authorized to use.,mixture
"GlaxoSmithKline is recalling 600,000 Ventolin inhalers.",unproven
Acupuncture May Help Restore Lost Sense of Smell,false
"""Benzene has """"never been proven to be harmful.""",false
Measles cases confirmed in Vancouver and Portland.,true
"�We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.�",false
JB Pritzker Says it was �unquestionably� not within his �legal authority� to postpone Illinois� primary election by changing the date or shifting to vote-by-mail.,true
Charges dropped against Florida pastor over stay-home order.,true
New inhaler protects lungs against effects of air pollution,mixture
"""Excess consumption of coffee during periods of high stress can cause people to experience """"schizophrenic-like symptoms.""",mixture
Part of the process of determining that a Pope has died and is not merely sleeping calls for him to be tapped on the forehead with a silver hammer.  ,unproven
"""The COVID-19 coronavirus disease is """"spreading quickly from gas pumps.""",mixture
"There is a proven natural cure for cancer called sour honey, but pharmaceutical companies and politicians are trying to keep it under wraps for financial gain.",false
"Viral image Says if you donate blood, �they HAVE to test you� for coronavirus.",false
Michigan halts sale of marijuana e-cigs unless re-tested.,true
"""An animator for the """"My Little Pony"""" cartoon series was arrested for child pornography, proving that the PedoGate conspiracy is real.""",mixture
Georgia lawmaker pushes bill banning creation of �glow in the dark� human-jellyfish hybrids.,mixture
Will Europe's clampdown on faulty medical devices hurt patients?.,true
"""Sen. John McCain was referred to as """"Songbird John"""" following his imprisonment during the Vietnam War.""",false
Blood test predicts spastic cerebral palsy,false
Sleeping in on weekends may help reduce diabetes risk,true
Sweden: No Ebola virus detected in hospital patient.,true
A forwarded email turned into a social media meme uses statistics to show the effects of undocumented immigration.,false
Adding To Aspirin�s Reputation,mixture
"Tiny implantable device short-circuits hunger pangs, aids weight loss",false
Nike didn't sign Steph Curry because the NBA star insisted on putting a Bible verse on his sneakers.,unproven
"""After 44 years, we just got it passed ... veteran's choice. ... I said, I have the greatest idea. We're going to do this."""" """,false
Tennessee officer fired after working 2nd job while on duty.,true
�Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.�,false
" The deadly Klebsiella plague from China is coming to the United States, and citizens have been warned to take action. ",false
"Malawi fights tsetse flies, disease after wildlife relocated.",true
"""Scientists """"are shocked to discover that weed kills corona virus�""",false
Elevated opioid risks found at Native American hospitals.,true
"""COVID-19"""" is named so because it is the 19th """"Chinese-Originated Viral Infectious Disease.""",false
 A report that the assassination of a top Democratic Party official named Seth Rich while he was on his way to testify about Hillary Clinton has led to the FBI capturing a so-called Clinton �Hit Team.� ,false
"Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.",true
Canada was placed under a nationwide boil-water notice in the spring of 2019. ,false
"Jason Isaac Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.",false
"Global coronavirus death toll hits 100,000, cases over 1.6 million.",true
Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,true
Active duty Naval officer Jordan Lee Grinnell assaulted a black middle schooler.,true
Medical Breakthrough: Amazing New Heart Valve Procedure,false
Growing algae bloom in Arabian Sea tied to climate change.,true
A Better Option? A trial of cancer drugs yields a surprise�and questions,true
IKEA released a magazine ad which includes a pregnancy test.,true
CVS Health Research Institute Study Shows that Home Infusion Care Improves Patient Outcomes and Quality of Life While Reducing Overall Costs,true
An 8-year-old Yemeni girl was forced to marry a 40-year-old man and then died of vaginal injuries on their wedding night.,unproven
State finding better air during new tests at Howell factory.,true
Leeds Trinity University banned capital letters to avoid upsetting or frightening delicate students into failing classes.,false
 Some are questioning the old adage that eating carrots improves your vision. ,mixture
"Experimental diet pill shows promise, little risk",mixture
Stem cell therapy for macular degeneration,mixture
"People are putting hair removal creams in conditioner, causing hair loss.",unproven
"If you look worldwide, the number of terrorist incidents have not substantially increased.",false
"Washington, D.C., has no 'J' Street because city designer Pierre L'Enfant bore a grudge against Chief Justice John Jay.",false
Know what to say when postpartum depression hits a loved one.,true
"Teachers have gotten into trouble over using 'The L.A. Math Test,' a piece of online humor, in the classroom.",true
"The United States government is paying people $3,000 a week to smoke marijuana through a federal clinical study.",false
"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines.",true
"""When New York Gov. Eliot Spitzer wanted to """"provide driver�s licenses to those who are undocumented. (Hillary Clinton) said don�t do it.""",true
Wichita VA hospital moves to remove former Missouri doctor.,true
Amendments end California governor�s unease on vaccine bill.,true
"Florida governor calls for teacher raises, new abortion law.",true
The biggest job of the surgeon general is to translate health care and health care needs into plain English.,mixture
People sometimes ingest metal fragments from grill brushes and become seriously injured.,true
Viral image Says Queen Elizabeth said Philippine President Rodrigo Duterte �is the kind of leader who knows the way .... Filipinos are very lucky to have him.�,false
"""A COVID-19 protester held a sign that said """"muzzles are for dogs and slaves,"""" alongside an illustration of a masked woman of color.""",true
"""Each week, 21 fathers die by suicide influenced directly by """"child access issues"""" or child custody disputes.""",false
The United States has never stood by and seen innocent people slaughtered to the extent that's happening in Syria.,false
"Fauci warns: More death, econ damage if US reopens too fast.",true
"Panhandling is a lucrative business, averaging an hourly rate of $50.",unproven
Surgery technique reduces strokes in atherosclerosis patients,mixture
"""Claims that former Sen. Tom Daschle said, """"Seniors should be more accepting of the conditions that come with age instead of treating them.""",false
